,Response_Date,Day,Response_Time,Week,Time_Bucket,Agency_Type,Incident_Type,Problem,Cross_Street_Inter,Latitude,Longitude,Primary Police Dept,Place Name Census,General_Location
1552,2022-08-19,Friday,07:54,33,2,Law Enforcement,D-Delta-Law,911 Abandoned,Cambridge Ct at Lakewood Blvd,43.109773,-89.367587,MAPV-Maple Bluff Village,Maple Bluff,Interior
1553,2022-08-19,Friday,13:30,33,4,Law Enforcement,C-Charlie-Law,Safety Hazard,Wilder Dr at Butternut Rd,43.114467,-89.378075,MAPV-Maple Bluff Village,Maple Bluff,Interior
1554,2022-08-19,Friday,18:04,33,5,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Aberg Ave at Boyd Ave,43.114214,-89.360292,MADC-Madison City,Madison,Outside
1555,2022-08-19,Friday,21:55,33,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Blair St at N Blount St,43.080011,-89.380656,MADC-Madison City,Madison,Outside
1556,2022-08-20,Saturday,09:29,33,3,Law Enforcement,D-Delta-Law,911 Disconnect,Fuller Ct at Paget Rd,43.100623,-89.366492,MAPV-Maple Bluff Village,Maple Bluff,Interior
1557,2022-08-20,Saturday,10:58,33,3,Law Enforcement,B-Bravo-Law,Fraud,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1558,2022-08-20,Saturday,17:32,33,5,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1559,2022-08-20,Saturday,19:18,33,5,Law Enforcement,C-Charlie-Law,Check Person,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1560,2022-08-20,Saturday,21:14,33,6,Law Enforcement,C-Charlie-Law,Check Person,Forster Dr at Sheridan Dr,43.131665,-89.374536,MADC-Madison City,Madison,Outside
1561,2022-08-20,Saturday,21:39,33,6,Law Enforcement,O-Omega-Law,Information (Law),Goodland Dr at Troy Dr,43.133744,-89.377342,MADC-Madison City,Madison,Outside
1562,2022-08-20,Saturday,23:40,33,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Cambridge Rd,43.109773,-89.367587,MAPV-Maple Bluff Village,Maple Bluff,Interior
1563,2022-08-21,Sunday,18:30,33,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
1564,2022-08-21,Sunday,18:49,33,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1565,2022-08-21,Sunday,19:06,33,5,Law Enforcement,B-Bravo-Law,Arrested Adult,Aberg Ave  at  Packers Ave,43.113167,-89.354339,MADC-Madison City,Madison,Outside
1566,2022-08-22,Monday,08:34,34,3,Law Enforcement,D-Delta-Law,Traffic Complaint,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1567,2022-08-22,Monday,17:44,34,5,Law Enforcement,B-Bravo-Law,Fraud,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
1568,2022-08-22,Monday,20:11,34,6,Law Enforcement,D-Delta-Law,Traffic Complaint,E Johnson St  at  N Baldwin St,43.08949,-89.36908,MADC-Madison City,Madison,Outside
1569,2022-08-22,Monday,23:58,34,6,Law Enforcement,C-Charlie-Law,Check Property,Wilder Dr at Coleman Rd,43.115041,-89.373627,MAPV-Maple Bluff Village,Maple Bluff,Interior
1570,2022-08-23,Tuesday,04:41,34,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,University Bay Dr at Catafalque Dr,43.07977,-89.437086,SHOV-Shorewood Hills Village,Shorewood Hills,Outside
1571,2022-08-23,Tuesday,09:19,34,3,Law Enforcement,C-Charlie-Law,Check Person,Magdeline Dr at Leroy Rd,43.118576,-89.376924,MAPV-Maple Bluff Village,Maple Bluff,Interior
1572,2022-08-23,Tuesday,15:23,34,4,Law Enforcement,A-Alpha-Law,Street Parking,Bayside Dr at Roxbury Rd,43.102809,-89.366918,MAPV-Maple Bluff Village,Madison,Outside
1573,2022-08-23,Tuesday,15:37,34,4,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  N Brearly St,43.085052,-89.37355,MADC-Madison City,Madison,Outside
1574,2022-08-23,Tuesday,16:21,34,5,Law Enforcement,B-Bravo-Law,Traffic Stop,E Gorham St  at  N Paterson St,43.085077,-89.377082,MADC-Madison City,Madison,Outside
1575,2022-08-23,Tuesday,20:19,34,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Michigan Ct,43.105076,-89.363942,MAPV-Maple Bluff Village,Maple Bluff,Edge
1576,2022-08-24,Wednesday,00:27,34,1,Law Enforcement,O-Omega-Law,Information (Law),Farragut St at Mac Pherson St,43.117736,-89.36607,MADC-Madison City,Madison,Outside
1577,2022-08-24,Wednesday,12:24,34,4,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,S Brearly St at N Ingersoll St,43.081358,-89.36869,MADC-Madison City,Madison,Outside
1578,2022-08-24,Wednesday,16:50,34,5,Law Enforcement,A-Alpha-Law,Animal-General/Stray,Cambridge Rd at Kensington Dr,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1579,2022-08-24,Wednesday,21:26,34,6,Law Enforcement,D-Delta-Law,Traffic Complaint,N Butler St at N Hamilton St,43.078942,-89.384029,MADC-Madison City,Madison,Outside
1580,2022-08-24,Wednesday,22:01,34,6,Law Enforcement,C-Charlie-Law,Check Person,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1581,2022-08-25,Thursday,14:43,34,4,Law Enforcement,D-Delta-Law,Disturbance,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1582,2022-08-26,Friday,02:42,34,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Packers Ave Aberg Ave Off at Schlimgen Ave,43.118705,-89.355038,MADC-Madison City,Madison,Outside
1583,2022-08-26,Friday,08:23,34,3,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Packers Ave Aberg Ave Off at Schlimgen Ave,43.118705,-89.355038,MADC-Madison City,Madison,Outside
1584,2022-08-26,Friday,10:56,34,3,Law Enforcement,C-Charlie-Law,Accident-No Injury,Cambridge Ct at Lakewood Blvd,43.109773,-89.367587,MAPV-Maple Bluff Village,Maple Bluff,Interior
1585,2022-08-26,Friday,12:02,34,4,Law Enforcement,O-Omega-Law,Phone Message (Law),N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
1586,2022-08-26,Friday,22:16,34,6,Law Enforcement,B-Bravo-Law,Traffic Stop,I Eb  at  Sth,43.136269,-89.347319,MADC-Madison City,Madison,Outside
1587,2022-08-27,Saturday,00:33,34,1,Law Enforcement,D-Delta-Law,Traffic Complaint,E Gorham St  at  E Johnson St,43.080203,-89.384008,MADC-Madison City,Madison,Outside
1588,2022-08-27,Saturday,01:58,34,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,S Stoughton Rd at S Walbridge Ave,43.098447,-89.313181,BLOT-Blooming Grove Town,Madison,Outside
1589,2022-08-27,Saturday,17:47,34,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  Sherman Ave,43.102557,-89.36401,MADC-Madison City,Madison,Outside
1590,2022-08-28,Sunday,08:13,34,3,Law Enforcement,C-Charlie-Law,Safety Hazard,Butternut Rd at Summit Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
1591,2022-08-28,Sunday,12:28,34,4,Law Enforcement,B-Bravo-Law,Fraud,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1592,2022-08-28,Sunday,15:05,34,4,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Ruskin St at Pennsylvania Ave,43.102336,-89.358877,MADC-Madison City,Madison,Outside
1593,2022-08-28,Sunday,23:00,34,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Farragut St,43.117726,-89.364955,MADC-Madison City,Madison,Outside
1594,2022-08-29,Monday,03:19,35,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Johnson St  at  Fordem Ave,43.093294,-89.363614,MADC-Madison City,Madison,Outside
1595,2022-08-29,Monday,17:44,35,5,Law Enforcement,B-Bravo-Law,Traffic Stop,Sherman Ave  at  Sidney St,43.091431,-89.373508,MADC-Madison City,Madison,Outside
1596,2022-08-29,Monday,18:35,35,5,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,South Towne Rd  at  Moorland Rd,43.03282,-89.352631,BLOT-Blooming Grove Town,Madison,Outside
1597,2022-08-29,Monday,21:11,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,S Stoughton Rd  at  E Broadway,43.048011,-89.307681,MONC-Monona City,Madison,Outside
1598,2022-08-30,Tuesday,01:17,35,1,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
1599,2022-08-30,Tuesday,13:48,35,4,Law Enforcement,B-Bravo-Law,Theft-Retail,Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1600,2022-08-30,Tuesday,17:42,35,5,Law Enforcement,O-Omega-Law,Phone Message (Law),Commercial Ave at Roxbury Rd,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1601,2022-08-30,Tuesday,21:42,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Fuller Dr at McGuire St,43.098678,-89.368643,MADT-Madison Town,Maple Bluff,Interior
1602,2022-08-31,Wednesday,09:51,35,3,Law Enforcement,B-Bravo-Law,Traffic Stop,Wilder Dr at Butternut Rd,43.114467,-89.378075,MAPV-Maple Bluff Village,Maple Bluff,Interior
1603,2022-08-31,Wednesday,15:15,35,4,Law Enforcement,D-Delta-Law,Traffic Complaint,Burrows Rd  at  Sherman Ave,43.10274,-89.364376,MAPV-Maple Bluff Village,Maple Bluff,Edge
1604,2022-08-31,Wednesday,19:35,35,5,Law Enforcement,O-Omega-Law,Information (Law),Troy Dr  at  School Rd,43.133609,-89.382412,MADC-Madison City,Madison,Outside
1605,2022-08-31,Wednesday,19:38,35,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave at Logan St,43.116411,-89.364966,MADC-Madison City,Madison,Outside
1606,2022-08-31,Wednesday,19:41,35,5,Law Enforcement,O-Omega-Law,Information (Law),Forster Dr at Sheridan Dr,43.131665,-89.374536,MADC-Madison City,Madison,Outside
1607,2022-08-31,Wednesday,20:05,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,E Johnson St at Lakewood Garden Ln,43.093294,-89.363614,MADC-Madison City,Madison,Outside
1608,2022-09-01,Thursday,00:29,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Roth St at Maple Wood Ln,43.114241,-89.363788,MADC-Madison City,Madison,Outside
1609,2022-09-01,Thursday,00:53,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Toban Dr  at  Nobel Ln,43.136192,-89.381891,MADC-Madison City,Madison,Outside
1610,2022-09-01,Thursday,11:51,35,3,Law Enforcement,B-Bravo-Law,Civil Dispute,Newcastle Way at Del Mar Dr,43.116996,-89.375529,MAPV-Maple Bluff Village,Maple Bluff,Interior
1611,2022-09-01,Thursday,12:36,35,4,Law Enforcement,C-Charlie-Law,Check Property,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
1612,2022-09-01,Thursday,17:47,35,5,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Lakewood Blvd at Wilder Dr,43.110962,-89.369111,MAPV-Maple Bluff Village,Maple Bluff,Interior
1613,2022-09-01,Thursday,21:14,35,6,Law Enforcement,C-Charlie-Law,Check Person,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
1614,2022-09-01,Thursday,21:50,35,6,Law Enforcement,O-Omega-Law,Information (Law),Windom Way at Northport Dr,43.129106,-89.358931,MADC-Madison City,Madison,Outside
1615,2022-09-01,Thursday,22:49,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Sixth St  at  Upham St,43.101109,-89.354903,MADC-Madison City,Madison,Outside
1616,2022-09-02,Friday,21:11,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Sherman Ave at Fordem Ct,43.098898,-89.365781,MADT-Madison Town,Madison,Outside
1617,2022-09-02,Friday,23:17,35,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Pennsylvania Ave,43.106837,-89.357811,MADC-Madison City,Madison,Outside
1618,2022-09-03,Saturday,00:40,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
1619,2022-09-03,Saturday,01:21,35,1,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1620,2022-09-03,Saturday,02:52,35,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Powers Ave at S Fair Oaks Ave,43.099734,-89.333317,MADC-Madison City,Madison,Outside
1621,2022-09-03,Saturday,03:46,35,1,Ems Fire,Ems - Single Unit,17A2G-Falls/Not Dangerous/Grd,Wilder Dr at Butternut Rd,43.114467,-89.378075,MAPV-Maple Bluff Village,Maple Bluff,Interior
1622,2022-09-03,Saturday,03:47,35,1,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Wilder Dr at Butternut Rd,43.114467,-89.378075,MAPV-Maple Bluff Village,Maple Bluff,Interior
1623,2022-09-03,Saturday,17:45,35,5,Law Enforcement,C-Charlie-Law,Check Person,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
1624,2022-09-03,Saturday,23:26,35,6,Law Enforcement,O-Omega-Law,Information (Law),E Washington Ave  at  N Fourth St,43.103797,-89.342531,MADC-Madison City,Madison,Outside
1625,2022-09-03,Saturday,23:29,35,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
1626,2022-09-03,Saturday,23:56,35,6,Ems Fire,Ems - Single Unit,17B1G-Falls/Poss Dangerous/Grd,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
1627,2022-09-03,Saturday,23:57,35,6,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
1628,2022-09-04,Sunday,01:47,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Kensington Dr  at  Lakewood Blvd,43.104943,-89.366112,MAPV-Maple Bluff Village,Maple Bluff,Interior
1629,2022-09-04,Sunday,02:05,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave at Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
1630,2022-09-04,Sunday,02:30,35,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Roth St,43.111598,-89.3638,MADC-Madison City,Madison,Outside
1631,2022-09-04,Sunday,03:29,35,1,Law Enforcement,C-Charlie-Law,Check Property,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
1632,2022-09-04,Sunday,05:24,35,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Toban Dr at Nobel Ln,43.136192,-89.381891,MADC-Madison City,Madison,Outside
1633,2022-09-04,Sunday,21:34,35,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Farwell Dr at Woodward Dr,43.119078,-89.377804,MADC-Madison City,Maple Bluff,Edge
1634,2022-09-04,Sunday,23:09,35,6,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Ruskin St at Pennsylvania Ave,43.102336,-89.358877,MADC-Madison City,Madison,Outside
1635,2022-09-05,Monday,00:13,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Commercial Ave  at  Packers Ave,43.106834,-89.354733,MADC-Madison City,Madison,Outside
1636,2022-09-05,Monday,00:27,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Fisk Pl,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
1637,2022-09-05,Monday,00:53,36,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Lakewood Gardens Ln at Fordem Ave,43.098124,-89.364115,MADT-Madison Town,Madison,Outside
1638,2022-09-05,Monday,02:13,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
1639,2022-09-05,Monday,14:18,36,4,Law Enforcement,B-Bravo-Law,Animal-Barking,Laurel Ln at Del Mar Dr,43.117717,-89.373409,MAPV-Maple Bluff Village,Maple Bluff,Interior
1640,2022-09-05,Monday,16:41,36,5,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Windom Way at Northport Dr,43.129106,-89.358931,MADC-Madison City,Madison,Outside
1641,2022-09-05,Monday,19:44,36,5,Law Enforcement,B-Bravo-Law,911 Unintentional/Callercontct,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
1642,2022-09-05,Monday,20:53,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Aberg Ave,43.114241,-89.363788,MADC-Madison City,Madison,Outside
1643,2022-09-06,Tuesday,05:20,36,2,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Fordem Ave at Lakewood Gardens Cir,43.097273,-89.363988,MADT-Madison Town,Madison,Outside
1644,2022-09-06,Tuesday,07:48,36,2,Law Enforcement,C-Charlie-Law,Disabled Vehicle,Kensington Dr at Oxford Pl,43.109527,-89.365518,MAPV-Maple Bluff Village,Maple Bluff,Interior
1645,2022-09-06,Tuesday,08:01,36,3,Ems Fire,Fire - Alpha/Omega,53A5U-Citasst/Otherservicecall,Kensington Dr at Oxford Pl,43.109527,-89.365518,MAPV-Maple Bluff Village,Maple Bluff,Interior
1646,2022-09-06,Tuesday,10:59,36,3,Law Enforcement,D-Delta-Law,Alarm,Paget Rd at Sherman Ave,43.098248,-89.368252,MAPV-Maple Bluff Village,Maple Bluff,Edge
1647,2022-09-06,Tuesday,15:33,36,4,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
1648,2022-09-06,Tuesday,15:34,36,4,Ems Fire,Ems - Charlie - Medical,30B1-Traumatic/Possdangerous,Fisk Pl at Kensington Dr,43.112159,-89.368406,MAPV-Maple Bluff Village,Maple Bluff,Interior
1649,2022-09-06,Tuesday,20:44,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1650,2022-09-07,Wednesday,02:50,36,1,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Lakewood Gardens Ln at Fordem Ave,43.098124,-89.364115,MADT-Madison Town,Madison,Outside
1651,2022-09-07,Wednesday,17:11,36,5,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1652,2022-09-07,Wednesday,17:27,36,5,Law Enforcement,O-Omega-Law,Information (Law),Ruskin St at Huxley St,43.117059,-89.359524,MADC-Madison City,Madison,Outside
1653,2022-09-08,Thursday,01:52,36,1,Ems Fire,Ems - Charlie - Medical,1C3-Abpain/Faint =50,Michigan Ct at Commercial Ave,43.106815,-89.362877,MAPV-Maple Bluff Village,Maple Bluff,Interior
1654,2022-09-08,Thursday,01:54,36,1,Law Enforcement,D-Delta-Law,Aa-Assist Ambulance,Michigan Ct at Commercial Ave,43.106815,-89.362877,MAPV-Maple Bluff Village,Maple Bluff,Interior
1655,2022-09-08,Thursday,20:05,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
1656,2022-09-08,Thursday,20:14,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MAPV-Maple Bluff Village,Madison,Outside
1657,2022-09-08,Thursday,22:25,36,6,Law Enforcement,B-Bravo-Law,911 Unintentional/Callercontct,Summit Rd at Butternut Rd,43.115725,-89.378281,MAPV-Maple Bluff Village,Maple Bluff,Interior
1658,2022-09-08,Thursday,22:37,36,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Williamsburg Way  at  Ush Nb,43.24777,-89.34373,BURT-Burke Town,DeForest,Outside
1659,2022-09-09,Friday,02:32,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Aberg Ave,43.114241,-89.363788,MADC-Madison City,Madison,Outside
1660,2022-09-09,Friday,08:15,36,3,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Sparkle Ct at N First St,43.079575,-89.378389,MADC-Madison City,Madison,Outside
1661,2022-09-09,Friday,23:38,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Superior St  at  Michigan Ct,43.105076,-89.363942,MADC-Madison City,Maple Bluff,Interior
1662,2022-09-10,Saturday,00:01,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Edge
1663,2022-09-10,Saturday,00:05,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Aberg Ave,43.114241,-89.363788,MADC-Madison City,Madison,Outside
1664,2022-09-10,Saturday,00:19,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Commercial Ave,43.106801,-89.363898,MAPV-Maple Bluff Village,Madison,Outside
1665,2022-09-10,Saturday,00:44,36,1,Law Enforcement,B-Bravo-Law,Traffic Stop,Fordem Ave  at  McGuire St,43.097249,-89.363822,MADC-Madison City,Madison,Outside
1666,2022-09-10,Saturday,02:01,36,1,Law Enforcement,C-Charlie-Law,Check Property,Butternut Rd at Bay Ave,43.118271,-89.378931,MAPV-Maple Bluff Village,Maple Bluff,Interior
1667,2022-09-10,Saturday,02:37,36,1,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1668,2022-09-10,Saturday,03:01,36,1,Law Enforcement,C-Charlie-Law,Check Property,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
1669,2022-09-10,Saturday,04:04,36,2,Law Enforcement,C-Charlie-Law,Check Property,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
1670,2022-09-10,Saturday,04:11,36,2,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Roxbury Rd,43.105264,-89.366529,MAPV-Maple Bluff Village,Maple Bluff,Interior
1671,2022-09-10,Saturday,04:15,36,2,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Roxbury Rd,43.105264,-89.366529,MAPV-Maple Bluff Village,Maple Bluff,Interior
1672,2022-09-10,Saturday,04:22,36,2,Law Enforcement,C-Charlie-Law,Check Property,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
1673,2022-09-10,Saturday,04:30,36,2,Law Enforcement,C-Charlie-Law,Check Property,Roxbury Rd at Oxford Pl,43.109505,-89.363857,MAPV-Maple Bluff Village,Maple Bluff,Interior
1674,2022-09-10,Saturday,20:09,36,6,Law Enforcement,B-Bravo-Law,Traffic Stop,Lakewood Blvd  at  Kensington Dr,43.110962,-89.369111,MAPV-Maple Bluff Village,Maple Bluff,Interior
1675,2022-09-11,Sunday,10:28,36,3,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
1676,2022-09-11,Sunday,21:28,36,6,Law Enforcement,O-Omega-Law,Information (Law),Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
1677,2022-09-12,Monday,05:31,37,2,Law Enforcement,C-Charlie-Law,Suspicious Vehicle,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
1678,2022-09-12,Monday,19:59,37,6,Law Enforcement,C-Charlie-Law,Check Property,Farwell Dr at Woodward Dr,43.119078,-89.377804,MAPV-Maple Bluff Village,Maple Bluff,Edge
1679,2022-09-12,Monday,20:45,37,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Lexington Ave  at  Mayfair Ave,43.110599,-89.32557,MADC-Madison City,Madison,Outside
1680,2022-09-12,Monday,21:12,37,6,Law Enforcement,A-Alpha-Law,Animal-General/Stray,Kensington Dr at Oxford Pl,43.109527,-89.365518,MAPV-Maple Bluff Village,Maple Bluff,Interior
1681,2022-09-12,Monday,22:57,37,6,Law Enforcement,B-Bravo-Law,Traffic Stop,N Sherman Ave  at  Boyd Ave,43.11541,-89.363774,MADC-Madison City,Madison,Outside
1682,2022-09-12,Monday,23:36,37,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,Furey Ave at Commercial Ave,43.106269,-89.331848,BLOT-Blooming Grove Town,Madison,Outside
1683,2022-09-13,Tuesday,01:00,37,1,Law Enforcement,B-Bravo-Law,Arrested Adult,Fordem Ave  at  Mcguire St,43.097249,-89.363822,MADC-Madison City,Madison,Outside
1684,2022-09-13,Tuesday,12:24,37,4,Law Enforcement,B-Bravo-Law,Ac-Assist Citizen,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
1685,2022-09-13,Tuesday,15:21,37,4,Law Enforcement,D-Delta-Law,Traffic Complaint,N Sherman Ave  at  Lakewood Blvd,43.104391,-89.363959,MADC-Madison City,Madison,Outside
1686,2022-09-13,Tuesday,15:51,37,5,Law Enforcement,A-Alpha-Law,911 Question,Woodland Cir at Lakewood Blvd,43.110566,-89.368597,MAPV-Maple Bluff Village,Maple Bluff,Interior
1687,2022-09-13,Tuesday,20:31,37,6,Law Enforcement,D-Delta-Law,Aoa-Assist Other Agency,N Baldwin St at Marston Ave,43.090012,-89.368416,MADC-Madison City,Madison,Outside
1688,2022-09-13,Tuesday,21:06,37,6,Law Enforcement,A-Alpha-Law,Lost Property,N Sherman Ave at Kensington Dr,43.107673,-89.365189,MAPV-Maple Bluff Village,Maple Bluff,Edge
1689,2022-09-14,Wednesday,01:56,37,1,Law Enforcement,C-Charlie-Law,Check Person,Cambridge Rd at Fisk Pl,43.108498,-89.368549,MAPV-Maple Bluff Village,Maple Bluff,Interior
